cell_id,x,y
7880,4133.47985839844,704.020956420898
7881,4141.19252929687,730.629214477539
7882,4126.44536132812,826.989456176758
7885,3786.0693359375,845.434622192383
7888,3616.40427246094,844.338659667969
7889,3919.15202636719,848.445523071289
7890,3803.53500976563,844.717486572266
7893,3670.2833984375,837.775335693359
7895,3801.38303222656,856.087014770508
7896,3661.75725097656,848.216940307617
7898,3679.09924316406,855.648318481445
7899,3648.37514648437,852.818426513672
7901,3737.0748046875,853.795169067383
7903,3756.67211914062,852.02041015625
7905,3897.96801757812,861.884643554688
7906,3934.61928710937,854.19391784668
7907,4019.73051757812,860.013595581055
7909,4067.87421875,864.75344543457
7910,3758.3115234375,868.629391479492
7912,3775.6900390625,862.612466430664
7913,3982.69990234375,870.3767578125
7914,3994.85681152344,863.047116088867
7916,3628.84963378906,869.01376953125
7917,3938.17119140625,873.661895751953
7932,4125.11848144531,353.879035949707
7933,4114.94089355469,358.822384643555
7934,4126.55244140625,363.788171386719
7935,4119.30087890625,366.74991607666
7936,4139.20158691406,319.8955078125
7937,4125.39780273437,372.166720581055
7938,4113.73935546875,372.969950866699
7939,4136.55031738281,329.280708312988
7940,4135.3828125,368.793334960938
7941,4142.36044921875,364.503594970703
7942,4129.16884765625,341.298034667969
7943,4135.47702636719,379.481602478027
7944,4121.62509765625,384.474211120605
7945,4140.22963867187,385.440733337402
7946,4140.96342773437,390.21604309082
7947,4124.2365234375,392.252899169922
7948,4135.33259277344,397.270980834961
7949,4110.65229492188,399.743057250977
7950,4111.62431640625,412.112622070313
7951,4138.98991699219,406.919445800781
7952,4125.63645019531,410.728414916992
7953,4135.80988769531,413.147340393066
7954,4137.26293945312,421.415307617187
7955,4127.5435546875,424.555493164063
7956,4140.476171875,428.215229797363
7957,4115.50866699219,425.242642211914
7958,4122.878515625,438.799530029297
7959,4134.21696777344,442.183810424805
7960,4115.15920410156,464.511459350586
7961,4112.5390625,473.236254882812
7962,4131.073046875,467.614031982422
7963,4134.68056640625,476.87516174316403
7964,4122.01232910156,480.36823425293
7965,4113.56628417969,488.772100830078
7966,4141.36394042969,480.430853271484
7967,4141.24606933594,488.720428466797
7968,4130.59658203125,492.28556213378903
7969,4126.19177246094,504.69377746582
7970,4132.62238769531,517.139346313476
7971,4136.18342285156,526.883633422852
7972,4135.57124023438,533.473831176758
7973,4140.00966796875,541.331610107422
7974,4129.93874511719,543.8240234375
7975,4113.12717285156,551.078387451172
7976,4136.61796875,554.905773925781
7977,4130.7044921875,578.619342041016
7978,4136.27058105469,610.788293457031
7979,4127.59460449219,633.649319458008
7980,4135.81154785156,647.793643188476
7987,4116.44582519531,222.855795288086
7988,4137.90458984375,216.831568145752
7989,4125.78669433594,231.512576293945
7990,4129.565625,252.520323181152
7991,4137.77136230469,233.803747558594
7992,4139.79758300781,259.578814697266
7993,4118.07651367187,262.624189758301
7994,4136.13693847656,265.67866973877
7995,4128.15739746094,267.078285217285
7996,4136.8935546875,272.815603637695
7997,4127.02766113281,274.592152404785
7998,4135.03251953125,280.374995422363
7999,4114.30339355469,277.763336181641
8000,4143.13200683594,285.028102111816
8001,4139.89470214844,290.540106201172
8002,4129.94455566406,290.160475158691
8003,4112.69885253906,290.8892578125
8004,4126.1423828125,284.443026733398
8005,4117.85571289062,288.096096801758
8006,4121.67946777344,293.408337402344
8007,4132.63317871094,293.86057434082
8008,4129.359765625,299.931428527832
8009,4116.63798828125,296.477136230469
8010,4138.31381835937,298.944491577148
8011,4132.83322753906,307.793695068359
8012,4117.57265625,304.201220703125
8013,4142.23303222656,306.889117431641
8014,4139.66228027344,311.650497436523
8015,4123.07233886719,318.380718994141
8016,4137.01765136719,316.09984588623
8017,4124.39465332031,378.931727600098
8073,3903.6748046875,845.841619873047
8076,4136.84541015625,889.88359375
8077,4140.17568359375,1266.75037231445
8078,4135.56584472656,1233.00821533203
8088,4114.511328125,1304.22891845703
8090,4118.99499511719,1265.64605712891
8124,4138.656640625,1199.88654174805
8146,4142.3322265625,1084.51885986328
8744,4948.60578613281,598.779968261719
8745,4946.76135253906,410.377966308594
8746,4950.82956542969,610.066955566406
8747,4947.02780761719,494.794110107422
8748,4948.9822265625,534.733163452148
8749,4941.90705566406,621.692770385742
8750,4951.19770507813,570.55119018554694
8751,4943.02268066406,629.321759033203
8752,4951.78664550781,385.630795288086
8753,4948.08325195312,556.152758789062
8754,4949.89157714844,416.118501281738
8755,4954.45576171875,602.325024414062
8756,4952.51130371094,401.069522094727
8757,4954.9255859375,469.53701171875
8758,4953.6671875,622.495974731445
8759,4949.4802734375,683.45810546875
8760,4957.56938476562,635.95071105957
8761,4951.25373535156,675.763800048828
8762,4952.31831054688,509.823348999023
8763,4951.47080078125,503.872518920898
8764,4954.58815917969,448.529187011719
8765,4953.09858398438,433.79753112793
8766,4961.58364257812,588.95407409668
8767,4951.748046875,665.648519897461
8768,4957.64326171875,720.031036376953
8769,4956.18232421875,547.70328979492194
8770,4958.81076660156,626.099291992187
8771,4958.7240234375,391.719392395019
8772,4955.17585449219,691.470745849609
8773,4956.01174316406,701.721484375
8774,4957.91760253906,672.604159545898
8775,4958.23884277344,519.548648071289
8776,4965.89382324219,709.146896362305
8777,4956.89453125,406.138056945801
8778,4959.95087890625,765.495660400391
8779,4958.96640625,494.719610595703
8780,4963.01552734375,622.629565429687
8781,4957.37680664062,423.393409729004
8782,4956.7982421875,484.652941894531
8783,4965.07412109375,607.038467407227
8784,4960.70500488281,677.444345092773
8785,4958.71655273438,650.86721496582
8786,4966.10632324219,689.997305297852
8787,4964.152734375,667.046112060547
8788,4968.36372070313,698.225454711914
8789,4964.47355957031,554.069158935547
8790,4964.3685546875,457.086358642578
8791,4963.18569335937,438.488665771484
8792,4961.40642089844,502.126449584961
8793,4968.62312011719,682.686807250977
8794,4964.42998046875,404.586822509766
8795,4965.49538574219,340.532235717773
8796,4960.24431152344,343.537715148926
8797,4960.07373046875,349.62024230957
8798,4946.64638671875,348.636444091797
8799,4956.16281738281,363.272796630859
8800,4957.86115722656,374.99627532959
8801,4950.24311523438,376.027128601074
8802,4943.91501464844,392.578730773926
8803,4942.67902832031,609.474694824219
8804,4944.85009765625,641.255169677734
8805,4947.52875976563,701.454977416992
8806,4946.75139160156,459.800869750977
8807,4945.40625,450.812939453125
8808,4944.25244140625,438.873614501953
8809,4947.22080078125,590.485983276367
8810,4950.50417480469,195.713356018066
8811,4946.48742675781,183.052213287354
8812,4941.65014648438,183.729193878174
8813,4938.87644042969,193.533622741699
8814,4959.65495605469,188.299201965332
8815,4949.64504394531,205.488861846924
8816,4957.16513671875,181.836071014404
8817,4951.71899414062,175.362174987793
8818,4962.69926757812,198.944344329834
8819,4935.41833496094,185.00855178833
8820,4965.78217773438,184.830966949463
8821,4955.66435546875,214.150350952148
8822,4962.9873046875,175.222566223145
8823,4938.62160644531,210.812853240967
8824,4949.07976074219,217.396851348877
8825,4948.98596191406,225.552874755859
8826,4937.10090332031,223.46753692627
8827,4937.36818847656,164.200205230713
8828,4947.45737304687,161.821175384521
8829,4958.46379394531,162.926203918457
8830,4944.10883789063,234.152017211914
8832,4939.66127929687,151.030847167969
8833,4953.92990722656,150.524745941162
8838,4955.60583496094,244.343405151367
8839,4944.12004394531,248.614079284668
8841,4956.55170898438,255.291253662109
8844,4961.74841308594,259.997952270508
8845,4940.64658203125,263.040162658691
8847,4965.51240234375,110.753718566895
8850,4951.35126953125,98.4000484466553
8852,4960.93991699219,279.292573547363
8853,4946.42434082031,276.785011291504
8854,4952.7341796875,283.323847961426
8856,4937.43459472656,286.444578552246
8858,4952.21372070312,294.216107177734
8859,4937.0689453125,295.621611022949
8860,4938.01606445313,81.1700973510742
8862,4937.85627441406,379.368115234375
8864,4949.81313476562,305.223851013184
8865,4940.09001464844,306.556204223633
8866,4950.21696777344,70.5218227386475
8868,4965.46218261719,86.0582523345947
8869,4961.45954589844,309.347108459473
8870,4937.72263183594,315.974685668945
8871,4947.856640625,316.232191467285
8873,4960.73405761719,66.6204231262207
8875,4957.11865234375,324.16063079834
8876,4947.17016601562,324.971253967285
8879,4940.09084472656,329.912864685059
8880,4951.44008789062,334.792686462402
8882,4937.79858398438,338.174606323242
8888,4932.89282226562,365.987229919434
8893,4937.71142578125,350.279972839355
8896,4946.47622070312,358.25951385498
8898,4940.61296386719,363.274768066406
8901,4139.33190917969,354.577935791016
