x,y,cluster
0.721662348,0.029894587,6
0.728488106,0.038849862,6
0.90767946,0.362523472,6
0.837073526,0.101833472,6
0.877651037,0.292972057,6
0.724945233,0.381372198,6
0.951588855,0.066023835,6
0.900983673,0.51538297,6
0.875619542,0.120680998,6
0.650313099,0.477346578,6
0.964193459,0.149674209,6
0.87518343,0.051906717,6
0.868182089,0.089037081,6
0.849834517,0.274555934,6
0.716667577,0.069016134,6
0.902092273,0.041053371,6
0.969570151,0.482176579,6
0.82902034,0.100470145,6
0.862682678,0.523836022,6
0.949335623,0.023697296,6
0.925500198,0.344664234,6
0.580464788,0.248710955,6
0.722008286,0.281942026,6
0.886056541,0.144952701,6
0.663097607,0.143754372,6
0.695090477,0.101300625,6
0.920154709,0.326334032,6
0.585394226,0.11704258,6
0.955101338,0.107254036,6
0.599838438,0.327768539,6
0.716764646,0.240608513,6
0.846361797,0.453346853,6
0.816352975,0.201577623,6
0.918058155,0.527438792,6
0.631598019,0.095911206,6
0.933990025,0.431784136,6
0.647530797,0.141902731,6
0.964434739,0.297927163,6
0.653767139,0.43712359,6
0.991561235,0.318045014,6
0.719077189,0.209255026,6
0.833142085,0.317933145,6
0.685054366,0.264740088,6
0.942006433,0.447595404,6
0.853075519,0.187512317,6
0.757167644,0.14623598,6
0.682915233,0.138278986,6
0.800077993,0.101426373,6
0.651531599,0.446109195,6
0.586396202,0.424085421,6
0.837397192,0.367282278,6
0.704560515,0.261337892,6
0.904789208,0.355541082,6
0.951089615,0.372823105,6
0.946215665,0.455296675,6
0.619723267,0.003286061,6
0.614751558,0.457227042,6
0.82573126,0.268868771,6
0.937950865,0.310011385,6
0.959940395,0.384482263,6
0.915850951,0.046676905,6
0.794000597,0.34317965,6
0.717072401,0.498820682,6
0.91312702,0.094090877,6
0.620588154,0.022261216,6
0.926928156,0.055068834,6
0.860424719,0.457401505,6
0.974004729,0.405699493,6
0.629570794,0.297471166,6
0.807157292,0.173118892,6
0.587649402,0.290203687,6
0.947510611,0.205255316,6
0.92956899,0.521776839,6
0.538903231,0.465492084,6
0.861804802,0.456872145,6
0.781903329,0.089342094,6
0.709445494,0.358969015,6
0.633049557,0.39380238,6
0.594441257,0.200813473,6
0.640663918,0.114717795,6
0.641066812,0.413321324,6
0.928919036,0.262724185,6
0.82058256,0.403553557,6
0.863258245,0.435311461,6
0.765415931,0.982447637,6
0.601249228,0.700406791,6
0.7428961,0.61827947,6
0.681524665,0.705897731,6
0.732229259,0.909376952,6
0.755457075,0.588473252,6
0.972814406,0.669083561,6
0.977525218,0.844206774,6
0.940006549,0.938840654,6
0.634202452,0.601729622,6
0.52794403,0.90699811,6
0.576403889,0.66672873,6
0.852804427,0.993078499,6
0.570860644,0.721668149,6
0.740129246,0.549443645,6
0.791959191,0.617263601,6
0.659876954,0.847077864,6
0.890215371,0.773982826,6
0.680463472,0.690753182,6
0.713430461,0.966186062,6
0.514672007,0.701474912,6
0.831425216,0.941480546,6
0.990279683,0.745507156,6
0.602807394,0.986984615,6
0.616128247,0.74757079,6
0.809810315,0.930749949,6
0.953834695,0.917946504,6
0.511457816,0.908582324,6
0.92738099,0.873594429,6
0.781855491,0.757230551,6
0.98273089,0.788857339,6
0.820420748,0.794260485,6
0.781983586,0.988205004,6
0.6660013,0.986334155,6
0.91433506,0.557697286,6
0.670044448,0.915467458,6
0.953417036,0.687197539,6
0.664423696,0.588470919,6
0.738105894,0.999540423,6
0.85675836,0.943316536,6
0.616581934,0.770459211,6
0.625883311,0.568821036,6
0.960843817,0.738320971,6
0.614560034,0.710240282,6
0.645456036,0.797706492,6
0.883311151,0.633332329,6
0.565142621,0.575984488,6
0.708117208,0.981920527,6
0.753117722,0.73993781,6
0.713498344,0.924612485,6
0.965025207,0.562578241,6
0.522720286,0.987016948,6
0.506809226,0.903215179,6
0.497784372,0.811035667,6
0.723967516,0.859187343,6
0.477418167,0.970077895,6
0.724618435,0.906839578,6
0.694148479,0.700648163,6
0.87829456,0.943901768,6
0.915260974,0.629440811,6
0.754234071,0.74048625,6
0.612266436,0.783420212,6
0.526473655,0.699882521,6
0.645997573,0.896277072,6
0.567505804,0.90128756,6
0.753695579,0.923742568,6
0.527799417,0.510388154,6
0.997534372,0.996986182,6
0.581339678,0.670052713,6
0.945171332,0.824219962,6
0.902744128,0.635184284,6
0.853247139,0.696325475,6
0.709733843,0.703452996,6
0.821744695,0.770411038,6
0.705194589,0.956329959,6
0.763912298,0.906332699,6
0.66408039,0.908610935,6
