x,y,cluster
0.810787684,0.185412736,6
0.894190772,0.062584936,6
0.954233527,0.373825295,6
0.675963208,0.007534175,6
0.806479059,0.238321504,6
0.571566525,0.300081753,6
0.973853865,0.217261694,6
0.487458052,0.326204275,6
0.471366553,0.251365,6
0.485133563,0.257299868,6
0.845465516,0.592232594,6
0.784476518,0.338035463,6
0.528424903,0.313456878,6
0.973131074,0.226101579,6
0.993286546,0.166394705,6
0.52390319,0.056247511,6
0.548921215,0.131864911,6
0.899533826,0.025163162,6
0.77985193,0.314932012,6
0.887176493,0.262922618,6
0.590824383,0.317338085,6
0.619566749,0.208123829,6
0.66369929,0.122791217,6
0.435359435,0.024726134,6
0.541509587,0.002800991,6
0.599223316,0.024412774,6
0.615649601,0.237818161,6
0.931043329,0.296817085,6
0.753359217,0.002481923,6
0.78566564,0.016785716,6
0.703939381,0.055020274,6
0.705670105,0.344232773,6
0.893342486,0.410687405,6
0.977929038,0.049411291,6
0.980298564,0.509772923,6
0.894003809,0.570881182,6
0.93520847,0.186359535,6
0.692278882,0.219549374,6
0.717800883,0.056044122,6
0.960872676,0.137309491,6
0.447264765,0.085806792,6
0.724751966,0.485735464,6
0.789623414,0.416620837,6
0.742641641,0.492197331,6
0.710817704,0.200495723,6
0.494688961,0.382484004,6
0.539173071,0.35562053,6
0.756997609,0.286432941,6
0.872894596,0.408432451,6
0.502118911,0.153135165,6
0.646225601,0.045679692,6
0.950761031,0.528285877,6
0.771653149,0.197157247,6
0.562506457,0.203492428,6
0.763171733,0.335514953,6
0.767047854,0.233214347,6
0.671231193,0.021597224,6
0.602836251,0.113406322,6
0.559345541,0.251481666,6
0.652432309,0.507159999,6
0.789542669,0.305154529,6
0.656843154,0.235400513,6
0.174803086,0.160129251,6
0.443842627,0.322335472,6
0.354847076,0.120685993,6
0.26395422,0.517251294,6
0.121509999,0.297640864,6
0.15851902,0.258530687,6
0.234716084,0.359185121,6
0.120592281,0.066099964,6
0.119959002,0.454616085,6
0.179704655,0.329311021,6
0.051449677,0.802803771,6
0.035809336,0.389511219,6
0.106864061,0.512804841,6
0.026514448,0.785946783,6
0.044147732,0.569672556,6
0.003621462,0.654042899,6
0.346857455,0.34114269,6
0.261619687,0.536045661,6
0.225586903,0.45185793,6
0.1846796,0.543411353,6
0.382522902,0.412210622,6
0.298865881,0.430815973,6
0.147292253,0.445159796,6
0.037273546,0.237585086,6
0.345008934,0.445229205,6
0.154992593,0.422650074,6
0.395775705,0.268976175,6
0.01095725,0.613222158,6
0.179824707,0.260922329,6
0.112607204,0.644976529,6
0.191663011,0.450319644,6
0.257799149,0.571744608,6
0.463070257,0.424539465,6
0.02336784,0.245311463,6
0.055831937,0.391398695,6
0.002388531,0.412844774,6
0.020232635,0.401070413,6
0.280456173,0.099674879,6
0.115866184,0.576709538,6
0.276418968,0.116368584,6
0.382475108,0.25677769,6
0.03837449,0.329567164,6
0.220889822,0.591049367,6
0.081551803,0.286230639,6
0.217789584,0.208075961,6
0.313667061,0.593392475,6
0.060304954,0.415511249,6
0.128449837,0.435094922,6
0.313615743,0.489073189,6
0.184210306,0.584272115,6
0.417995474,0.421104653,6
0.376285726,0.106180954,6
0.1649544,0.305197166,6
0.189760002,0.210035956,6
0.173696439,0.53855587,6
0.209352837,0.248407046,6
0.326018071,0.224923904,6
0.327334211,0.346443709,6
0.231704535,0.512733806,6
0.095567083,0.227213719,6
0.117843262,0.13638978,6
0.159018889,0.095254793,6
0.215036188,0.293683616,6
0.226085828,0.95907959,6
0.038623675,0.934976919,6
0.291337406,0.981634031,6
0.516280594,0.50322429,6
0.557976772,0.852372997,6
0.783874141,0.640746237,6
0.392209876,0.597249957,6
0.214100275,0.769476202,6
0.344886062,0.72664243,6
0.608701892,0.601852425,6
0.416612644,0.792832652,6
0.254227855,0.761387261,6
0.908510417,0.912163184,6
0.901391927,0.700156431,6
0.547575802,0.62278057,6
0.222422712,0.777377894,6
0.577143867,0.632287768,6
0.649584082,0.742314815,6
0.281487785,0.741082071,6
0.61003836,0.720308242,6
0.919121713,0.891888957,6
0.568758701,0.845491009,6
0.479295947,0.761642134,6
0.769248322,0.914459836,6
0.981921549,0.999969379,6
0.687588547,0.840976978,6
0.739839741,0.961479374,6
0.712427576,0.888941832,6
0.980782241,0.90595324,6
0.381990351,0.588237015,6
0.21122308,0.813079575,6
0.628381437,0.550948469,6
0.166827006,0.844110162,6
0.436875318,0.84604127,6
0.730179421,0.682042599,6
0.196131003,0.859938757,6
0.395026819,0.949779365,6
0.743262359,0.996429676,6
0.228856602,0.721828272,6
0.370481498,0.586159121,6
0.358843069,0.722417708,6
0.188179046,0.794430296,6
0.949988831,0.864199874,6
0.534833826,0.493058377,6
0.79523399,0.92434967,6
0.097184561,0.914899331,6
0.327299955,0.967944261,6
0.574313477,0.961079118,6
0.147803985,0.971098691,6
0.405635488,0.718660853,6
0.856893018,0.850320691,6
0.739056926,0.8482639,6
